ActivityStartDate,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,DetectionQuantitationLimitMeasure/MeasureValue,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,ResultMeasure/MeasureUnitCode,DetectionQuantitationLimitMeasure/MeasureUnitCode,LastUpdated,ProviderName,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext
12/8/2021,Routine sample,,Escherichia coli,,300,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200179,Sample-Routine,Water,Surface Water,10:45:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-122830132,,Accepted,Actual,50468,BAC15,USGS
12/8/2021,Routine sample,,Total Coliform,Total,2500,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200179,Sample-Routine,Water,Surface Water,10:45:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-122830133,,Accepted,Actual,50569,BAC48,USGS
8/16/2021,Storm,,Escherichia coli,,11000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100792,Sample-Routine,Water,Surface Water,23:50:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121732959,,Accepted,Actual,50468,BAC15,USGS
8/16/2021,Storm,,Total Coliform,Total,240000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100792,Sample-Routine,Water,Surface Water,23:50:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121732960,,Accepted,Actual,50569,BAC48,USGS
2/9/2021,Storm,,Escherichia coli,,170,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100298,Quality Control Sample-Field Replicate,Water,Surface Water,11:15:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120531941,,Accepted,Actual,50468,BAC15,USGS
2/9/2021,Storm,,Total Coliform,Total,1800,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100298,Quality Control Sample-Field Replicate,Water,Surface Water,11:15:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120531942,,Accepted,Actual,50569,BAC48,USGS
10/5/2021,Routine sample,,Escherichia coli,,310,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200002,Sample-Routine,Water,Surface Water,10:40:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-122519672,,Accepted,Actual,50468,BAC15,USGS
10/5/2021,Routine sample,,Total Coliform,Total,4900,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200002,Sample-Routine,Water,Surface Water,10:40:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-122519673,,Accepted,Actual,50569,BAC48,USGS
10/29/2021,Storm,,Escherichia coli,,73000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200035,Sample-Routine,Water,Surface Water,19:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,Grab sample,NWIS-122634936,,Accepted,Actual,50468,BAC15,USGS
10/29/2021,Storm,,Total Coliform,Total,240000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200035,Sample-Routine,Water,Surface Water,19:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,Grab sample,NWIS-122634937,,Accepted,Actual,50569,BAC48,USGS
9/1/2021,Storm,,Escherichia coli,,52000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100805,Sample-Routine,Water,Surface Water,9:15:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121871854,,Accepted,Actual,50468,BAC15,USGS
9/1/2021,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100805,Sample-Routine,Water,Surface Water,9:15:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121871855,,Accepted,Actual,50569,BAC48,USGS
5/6/2021,Storm,,Escherichia coli,,170,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100459,Sample-Routine,Water,Surface Water,11:20:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121091191,,Accepted,Actual,50468,BAC15,USGS
5/6/2021,Storm,,Total Coliform,Total,19000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100459,Sample-Routine,Water,Surface Water,11:20:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121091192,,Accepted,Actual,50569,BAC48,USGS
2/4/2021,Storm,,Escherichia coli,,160,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100293,Quality Control Sample-Field Replicate,Water,Surface Water,8:35:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01649190,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120531743,,Accepted,Actual,50468,BAC15,USGS
2/4/2021,Storm,,Total Coliform,Total,1100,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100293,Quality Control Sample-Field Replicate,Water,Surface Water,8:35:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01649190,,,,Falling stage,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120531744,,Accepted,Actual,50569,BAC48,USGS
3/24/2021,Storm,,Escherichia coli,,1300,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100365,Sample-Routine,Water,Surface Water,17:50:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811362,,Accepted,Actual,50468,BAC15,USGS
3/24/2021,Storm,,Total Coliform,Total,24000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100365,Sample-Routine,Water,Surface Water,17:50:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811363,,Accepted,Actual,50569,BAC48,USGS
6/15/2021,Storm,,Escherichia coli,,14000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100644,Quality Control Sample-Field Replicate,Water,Surface Water,9:10:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121290315,,Accepted,Actual,50468,BAC15,USGS
6/15/2021,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100644,Quality Control Sample-Field Replicate,Water,Surface Water,9:10:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121290316,,Accepted,Actual,50569,BAC48,USGS
3/31/2021,Storm,,Escherichia coli,,4900,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100369,Sample-Routine,Water,Surface Water,15:00:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120830707,,Accepted,Actual,50468,BAC15,USGS
3/31/2021,Storm,,Total Coliform,Total,92000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100369,Sample-Routine,Water,Surface Water,15:00:00,EST,,,U.S. Geological Survey-Water Resources Discipline,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120830708,,Accepted,Actual,50569,BAC48,USGS
3/28/2021,Storm,,Escherichia coli,,2000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100362,Sample-Routine,Water,Surface Water,17:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811217,,Accepted,Actual,50468,BAC15,USGS
3/28/2021,Storm,,Total Coliform,Total,44000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100362,Sample-Routine,Water,Surface Water,17:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811218,,Accepted,Actual,50569,BAC48,USGS
8/17/2021,Storm,,Escherichia coli,,13000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100793,Sample-Routine,Water,Surface Water,11:40:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121733004,,Accepted,Actual,50468,BAC15,USGS
8/17/2021,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100793,Sample-Routine,Water,Surface Water,11:40:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121733005,,Accepted,Actual,50569,BAC48,USGS
8/4/2021,Routine sample,,Escherichia coli,,280,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100776,Sample-Routine,Water,Surface Water,10:45:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121669306,,Accepted,Actual,50468,BAC15,USGS
8/4/2021,Routine sample,,Total Coliform,Total,16000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100776,Sample-Routine,Water,Surface Water,10:45:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121669307,,Accepted,Actual,50569,BAC48,USGS
10/29/2021,Storm,,Escherichia coli,,3400,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200033,Sample-Routine,Water,Surface Water,13:20:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,Grab sample,NWIS-122634981,,Accepted,Actual,50468,BAC15,USGS
10/29/2021,Storm,,Total Coliform,Total,170000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200033,Sample-Routine,Water,Surface Water,13:20:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,Grab sample,NWIS-122634982,,Accepted,Actual,50569,BAC48,USGS
3/28/2021,Storm,,Escherichia coli,,1000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100361,Sample-Routine,Water,Surface Water,9:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Peak stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811172,,Accepted,Actual,50468,BAC15,USGS
3/28/2021,Storm,,Total Coliform,Total,34000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100361,Sample-Routine,Water,Surface Water,9:50:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Peak stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-120811173,,Accepted,Actual,50569,BAC48,USGS
10/25/2021,Storm,,Escherichia coli,,24000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200066,Sample-Routine,Water,Surface Water,20:40:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-122669299,,Accepted,Actual,50468,BAC15,USGS
10/25/2021,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200066,Sample-Routine,Water,Surface Water,20:40:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-122669300,,Accepted,Actual,50569,BAC48,USGS
6/15/2021,Storm,,Escherichia coli,,33000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100642,Sample-Routine,Water,Surface Water,0:25:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Peak stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121290407,,Accepted,Actual,50468,BAC15,USGS
6/15/2021,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100642,Sample-Routine,Water,Surface Water,0:25:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Peak stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-121290408,,Accepted,Actual,50569,BAC48,USGS
4/8/2021,Routine sample,,Escherichia coli,,170,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100458,Sample-Routine,Water,Surface Water,8:50:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121091238,,Accepted,Actual,50468,BAC15,USGS
4/8/2021,Routine sample,,Total Coliform,Total,7300,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02100458,Sample-Routine,Water,Surface Water,8:50:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,"Stable, normal stage",,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-121091239,,Accepted,Actual,50569,BAC48,USGS
3/12/2022,Storm,,Escherichia coli,,2600,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200291,Sample-Routine,Water,Surface Water,7:25:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-123220832,,Accepted,Actual,50468,BAC15,USGS
3/12/2022,Storm,,Total Coliform,Total,39000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200291,Sample-Routine,Water,Surface Water,7:25:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-123220833,,Accepted,Actual,50569,BAC48,USGS
1/9/2022,Storm,,Escherichia coli,,2000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200232,Sample-Routine,Water,Surface Water,18:40:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-123078684,,Accepted,Actual,50468,BAC15,USGS
1/9/2022,Storm,,Total Coliform,Total,69000,,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200232,Sample-Routine,Water,Surface Water,18:40:00,EST,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-123078685,,Accepted,Actual,50569,BAC48,USGS
